id;nom;cluster;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35;36;37;38;39;40;41;42;43;44;45;46;47;48;49;50;51;52;53;54;55;56;57;58;59;60;61;62;63;64;65;66;67;68;69;70;71;72;73;74;75;76;77;78;79;80;81;82;83;84;85;86;87;88;89;90;91;92;93;94;95;96;97;98;99;100;101;102;103;104;105;106;107;108;109;110;111;112;113;114;115;116;117;118;119;120;121;122;123;124;125;126;127;128;129;130;131;132;133;134;135;136;137;138;139;140;141;142;143;144;145;146;147;148;149;150;151;152;153;154;155;156;157;158;159;160;161;162;163;164;165;166;167;168;169;170;171;172;173;174;175;176;177;178;179;180;181;182;183;184;185;186;187;188;189;190;191;192;193;194;195;196;197;198;199;200;201;202;203;204;205;206;207;208;209;210;211;212;213;214;215;216;217;218;219;220;221;222;223;224;225;226;227;228;229;230;231;232;233;234;235;236;237;238;239;240;241;242;243;244;245;246;247;248;249;250;251;252;253;254;255;256;257;258;259;260;261;262;263;264;265;266;267;268;269;270;271;272;273;274;275;276;277;278;279;280;281;282;283;284;285;286;287;288;289;290;291;292;293;294;295;296;297;298;299;300;301;302;303;304;305;306;307;308;309;310;311;312;313;314;315;316;317;318;319;320;321;322;323;324;325;326;327;328;329;330;331;332;333;334;335;336;337;338;339;340;341;342;343;344;345;346;347;348;349;350;351;352;353;354;355;356;357;358;359;360;361;362;363;364;365;366;367;368;369;370;371;372;373;374;375;376;377;378;379;380;381;382;383;384;385;386;387;388;389;390;391;392;393;394;395;396;397;398;399;400;401;402;403;404;405;406;407;408;409;410;411;412;413;414;415;416;417;418;419;420;421;422;423;424;425;426;427;428;429;430;431;432;433;434;435;436;437;438;439;440;441;442;443;444;445;446;447;448;449;450;451;452;453;454;455;456;457;458;459;460;461;462;463;464;465;466;467;468;469;470;471;472;473;474;475;476;477;478;479;480;481;482;483;484;485;486;487;488;489;490;491;492;493;494;495;496;497;498;499;500;501;502;503;504;505;506;507;508;509;510;511;512;513;514;515;516;517;518;519;520;521;522;523;524;525;526;527;528;529;530;531;532;533
0;0;0;LHUIS GARAGE COMMUNAL;AMBERIEU EN BUGEY CDIS;MEXIMIEUX BP;MONTMERLE SUR SAONE BP;BOURG FONTAINE BERNARD;AMBERIEU EN BUGEY;BPX AMBERIEUX EN DOMB. (VILLAR;VAL REVERMONT GAB;CHATILLON-BELLEGARDE CDIS;BOURG GARAGE;ST DIDIER SUR CHALARONNE BPX;VILLARS LES DOMBES CC;MONTREAL LA CLUSE PDC;BOURG PPDC;BOURG MAGINOT;DAGNEUX PDC;CHALAMONT BP;NANTUA;MONTREAL LA CLUSE;ARS SUR FORMANS;BAGE LE CHATEL;CAMP DE LA VALBONNE;BELLEGARDE-SUR-VALSERINE;BELLEY;BOURG EN BRESSE HP;CEYZERIAT;COLIGNY;COLLONGES;ST GENIS POUILLY - TECHNOPARC;CULOZ;DIVONNE LES BAINS;FEILLENS;FERNEY VOLTAIRE;GEX;HAUTEVILLE-LOMPNES;IZERNORE;JASSANS RIOTTIER;LAGNIEU;LAGNIEU CC;LELEX;LHUIS;MEXIMIEUX CC;MEZERIAT;MONTLUEL;MONTREVEL EN BRESSE;PERONNAS;PONT D AIN;PONT DE VAUX;PONT DE VEYLE;PREVESSIN CERN;PREVESSIN MOENS;ST ANDRE DE CORCY;BPX ST DENIS EN BUGEY (AMBE);ST ETIENNE DU BOIS;SAINT GENIS POUILLY BP;ST MAURICE DE BEYNOST;ST RAMBERT EN BUGEY;ST TRIVIER DE COURTES;SERRIERES DE BRIORD;SERRIERES DE BRIORD GARAGE;TENAY;THOIRY;THOISSEY;VIRIEU LE GRAND;VONNAS;BOURG EN BRESSE ARSONVAL;GEX PDC;GEX BP;MONTREVEL EN BRESSE PDC;CULOZ PDC;BOURG LOCAUX SYNDICAUX F.O.;CHATILLON SUR CHALARONNE;TREVOUX;PONCIN;AMBERIEU CENTRE D'AFFAIRES;MIRIBEL;OYONNAX;BPX OYONNAX;ARS SUR FORMANS GAB;ANNONAY EUROPE CARNOT BPX;TOURNON QUAI FARCONNET;AUBENAS CLC;VILLENEUVE DE BERG;TOURNON SUR RHONE CDIS;LALEVADE D ARDECHE CDIS;DAVEZIEUX-ANNONAY CDIS;GUILHERAND GRANGES GAB;LA VOULTE PDC;COUCOURON CDIS;VALS LES BAINS BP;OLLIERES  (LES);ANNONAY LEVERT;ST PAUL LE JEUNE;JAUJAC BP;SAINT SAUVEUR DE MONTAGUT PDC;BEAGE (LE);BEAUCHASTEL;BOULIEU LES ANNONAY;BOURG ST ANDEOL;CHEYLARD  (LE);COUCOURON;DAVEZIEUX;GUILHERAND-GRANGES;JOYEUSE;LABLACHERE BPX;LALEVADE D'ARDECHE;LAMASTRE;LAMASTRE CC;LARGENTIERE;MONTPEZAT SOUS BAUZON;PEAUGRES BPX;POUZIN (LE);PRIVAS;RUOMS;ST AGREVE;ST ETIENNE DE FONTBELLON BPX;ST FELICIEN;ST JEAN DE MUZOLS BPX;ST PERAY BPX;ST PERAY CDIST;ST PRIVAT BPX;SATILLIEU;SERRIERES;TEIL (LE) HP;THUEYTS;VALGORGE BPX;VALLON PONT D'ARC;VANS (LES);VERNOUX EN VIVARAIS;VOULTE SUR RHONE (LA);VOGUE GAB;ROSIERES PDC;ANTRAIGUES SUR VOLANE GAB;AUBENAS CHAMPS DE MARS;ANNEYRON;MONTELIMAR ST JAMES BPX;VALENCE VICTOR HUGO;ROMANS CLC;ROMANS LA MONNAIE BPX;PIERRELATTE CC;LORIOL LIVRON CDIS;HAUTERIVES CDIS;GRIGNAN CC;LAVEYRON PDC;SEDERON BP;MONTELIMAR PPDC;VALENCE EUROPE BP;BEAUMONT PPDC;BOURG LES VALENCE BP;HOSTUN BP;PIERRELATTE BP;ETOILE SUR RHONE BP;ALIXAN ROVALTAIN;HAUTERIVES BP;ST VALLIER;BATIE ROLLAND (LA) BPX;BEAUMONT LES VALENCE;BEGUDE DE MAZENC (LA);BOURDEAUX BPX;BOURG DE PEAGE;BUIS LES BARONNIES;CHABEUIL;CHAPELLE EN VERCORS (LA);CHATEAUNEUF DE GALAURE;CHATEAUNEUF DU RHONE BPX;CHATUZANGE LE GOUBET;CLEON D ANDRAN;CREST;DIE;DIEULEFIT;DONZERE;GRANE BPX;SAILLANS PDC;LIVRON SUR DROME;LORIOL SUR DROME;LUC EN DIOIS;MONTELIER BPX;MONTELIMAR EUROPE;MONTMEYRAN BPX;MOURS SAINT EUSEBE;NYONS;PONT DE L ISERE BPX;PORTES LES VALENCE;REMUZAT;ROCHE DE GLUN;ROMANS SUR ISERE;ST DONAT SUR L HERBASSE;ST JEAN EN ROYANS;ST MARCEL LES VALENCE;ST RAMBERT D ALBON;ST SORLIN EN VALLOIRE;SAOU BPX;VALENCE LE PLAN DELOC;SAULCE SUR RHONE BPX;SAUZET;SUZE LA ROUSSE BPX;TAULIGNAN;VALENCE CHAMPIONNET;VALENCE ROSSINI;VALENCE DSEM;VALENCE PPDC MF;DPD SAINT-RAMBERT-D'ALBON;ST PAUL TROIS CHATEAUX DELOC;VALENCE HERRIOT;MONTELIMAR PRACOMPTAL BPX;TAIN L HERMITAGE;VILLARD DE LANS PDC1;LES ABRETS;LA VERPILLIERE;GRENOBLE BAJATIERE;VIENNE CDIS;GRENOBLE ALSACE LORRAINE;SEYSSINET;VIENNE ESTRESSIN;VIZILLE GARAGE;ALLEVARD;GRENOBLE STALINGRAD;LE GRAND LEMPS CDIS;GRENOBLE JEAN PERROT;SASSENAGE CTC;BRIGNOUD CDIS;BOURG D'OISANS CDIS;MEYLAN CC;ST MAURICE L EXIL CC;ALPE D'HUEZ;LA COTE ST ANDRE CC;PONT DE CHERUY CC;SAINT JEAN DE SOUDAIN CDIS;LA MURE CC;ST EGREVE CC;PONT EVEQUE CC;MOIRANS;SALAISE SUR SANNE BP;ST GEORGES D ESPERANCHE;EYBENS PPDC;ST MARTIN LE VINOUX BP;CROLLES BP;CHASSE SUR RHONE BP;DIEMOZ BP;ST EGREVE BP;LE TOUVET;BOURGOIN JALLIEU (PAB PPDC);RENAGE;GRENOBLE ALPES CONGRES;CREMIEU VILLEMOIRIEU;LE TOUVET (DELOCALISATION);MONTBONNOT-D3C;SAINT MARCELLIN PDC;GIERES MEZZO;BEAUREPAIRE;BEAUREPAIRE GARAGE;BIOL;BOURGOIN PAL;BRIE ET ANGONNES;CHAMP SUR DRAC BP;CHARAVINES;CHARVIEU CHAVAGNEUX;SEYSSINET LOCAL SYNDICAT;COTE ST ANDRE;CREMIEU;DOMENE;ECHIROLLES  JEAN JAURES;EYBENS;FONTAINE;FROGES;GONCELIN;LE GRAND LEMPS;HEYRIEUX;PFC ALPES;GRENOBLE PPDC MF;MENS;MEYLAN VERCORS;MOIRANS;MONESTIER DE CLERMONT;MONTALIEU VERCIEU;MONTALIEU VERCIEU GARAGE;MONTBONNOT ST MARTIN;LES DEUX ALPES;MORESTEL;LA MOTTE D AVEILLANS;LA MURE;GRENOBLE REFLETS DU VERCORS;GRENOBLE ALBERT 1ER;PEAGE DE ROUSSILLON;PIN;PONTCHARRA;PONT DE BEAUVOISIN;PONT DE CHERUY;LE PONT DE CLAIX;PONT EVEQUE;PONT EN ROYANS;RIVES SUR FURE;ST JEAN DE BOURNAY PDC;ROCHES DE CONDRIEU;RIVES ILOT FACTEUR;ROUSSILLON;ROYBON;ST MARCELLIN BP;ST CHEF;ST CLAIR DU RHONE;ST ETIENNE DE ST GEOIRS;ST GEOIRE EN VALDAINE;TULLINS ILOT FACTEUR;ST HILAIRE DU ROSIER;SAINT-HILAIRE;ST ISMIER;ST JEAN DE BOURNAY;ST LAURENT DU PONT;ST MARCELLIN;ST MARTIN HERES CROIX ROUGE;URIAGE;ST PIERRE DE CHARTREUSE BPX;SASSENAGE;GRENOBLE DEPORTES;TENCIN;LA TOUR DU PIN;TULLINS;VARCES ALLIERES RISSET;GRENOBLE OHM;ECHIROLLES BP NEW;VIENNE PRINCIPAL;VIF;VILLARD DE LANS;VILLEFONTAINE;VILLETTE D ANTHON;VILLETTE DE VIENNE;VINAY;VIZILLE;VOIRON;GRAND VOIRON PPDC;VOREPPE;CHIRENS ILOT FACTEUR;GARAGES STENDHAL;L'ISLE D'ABEAU;GRENOBLE EUROPOLE;LA VERPILLERE CDIS;ECHIROLLES DSEM;LE CHEYLAS GAB;BOURGOIN ILOT FACTEUR;ST MARTIN D HERES ILOT FACTEUR;BOURG D'OISANS DELOC;ETG GRENOBLE;ALLEMONT GAB HORS SITE;VEZERONCE CURTIN PDC;VOIRON ACCUEIL ENTREPRISES;LE PLATEAU DES PETITES ROCHES;VARCES PDC;GRENOBLE BERRIAT;GRENOBLE ILE VERTE;GRENOBLE FOCH DEBUSSY;GRENOBLE HP;GRENOBLE LIONEL TERRAY;ST MARTIN D HERES - reste friche Pkext01;ST MARTIN D HERES;GRENOBLE EAUX CLAIRES;GRENOBLE REPUBLIQUE;CHAMBERY HOTEL DE VILLE;LE BOURGET DU LAC BPX;AIGUEBELLE;AIGUEBLANCHE;CHANAZ;ALBERTVILLE CC;CHAMBERY SYNDICATS;GRESY SUR AIX PDC;ALBERTVILLE BP;AIME;BOURG SAINT MAURICE;ST ALBAN EN LEYSSE PDC;ALBENS;AIX LES BAINS UD;CHAMBERY LE HAUT;HERMILLON;PONT DE BEAUVOISIN PDC;BARBERAZ BPX;LA BATHIE;BEAUFORT SUR DORON;BESSANS;SAVOIE TECHNOLAC AP;BOURG ST MAURICE;LES ARCS 1800;BOZEL;LA BRIDOIRE;CHAMBERY DD/RP;LA CHAMBRE;LE CHATELARD;CHINDRIEUX;COGNIN;LES ECHELLES;FRONTENEX;GILLY SUR ISERE;HAUTELUCE;LANSLEBOURG MONTCENIS;LESCHERAINES;MODANE HP;LA MOTTE SERVOLEX;NOVALAISE BPX;ST ALBAN LEYSSE PLANCENAY;LA RAVOIRE;LA ROCHETTE;ST BALDOPH;STE HELENE SUR ISERE;ST JEAN DE MAURIENNE;LES MENUIRES;ST MICHEL DE MAURIENNE;TIGNES PRINCIPAL;UGINE;VAL D'ISERE;VALLOIRE;VIVIERS DU LAC;YENNE;CHAMBERY LE BIOLLAY;AIX LES BAINS CASINO;BUREAU BANCAIRE LA RAVOIRE;VICTORIA BANCAIRE;COURCHEVEL 1850;MERIBEL LES ALLUES;MONTMELIAN;MOUTIERS HP;CHAMBERY CT;CHAMBERY SUD;ST MARTIN BELLEVILLE PDC;ALBERTVILLE STE THERESE GA;BONNEVILLE AYSE PDC;ABONDANCE;SEVRIER RIVE GAUCH DU LAC CDIS;SAINT JORIOZ;MEYTHET BUREAU DE POSTE;GROISY 'LE LACHAT'- VILLE DE GROISY;ANNECY PARMELAN;THYEZ;CLUSES CDIS;VEYRIER DU LAC GA;CUSY (GA);CRAN GEVRIER CHORUS;COLLONGES / SALEVE;VALLEIRY LES CITADIES;TANINGES GRAND PUBLIC;GRUFFY CLOS GUEVIN;EVIAN CDIS;TANINGES CDIS;DOUVAINE CDIS;AMBILLY;SAINT PAUL EN CHABLAIS;THONES CDIS;THONON CDIS;ANNECY CDIS;ANNECY LE VIEUX;SALLANCHES CDIS;ANNEMASSE PARC;RUMILLY CC;LA ROCHE SUR FORON CC;EVIAN BP;EPAGNY BP/RGP;SEVRIER CDIS EXTENSION;MARGENCEL;ANNECY COEUR DE VILLE;LE PAS DE L'ECHELLE - BP;CHATEL BP;ST GINGOLPH BP;LA ROCHE SUR FORON;PASSY SAINT GERVAIS;CRANVES SALES PPDC;ABONDANCE PDC;CRAN GEVRIER VALLON;LA BALME DE SILLINGY;VEIGY FONCENEX;POISY LA BALME-ANNECY OUEST PDC;BELLEVAUX;BOEGE;BONNE;BONS EN CHABLAIS;CHAMONIX MONT BLANC;CLUSES;CRAN GEVRIER ANNECY CTC;CRANVES SALES;CRUSEILLES;DOUSSARD;DOUVAINE;ANNECY CHAVANOD PARC ALTAIS DEDT;FAVERGES;CLUSES LIBERATION;FRANGY;GAILLARD;GRAND BORNAND;MAGLAND;MARNAZ;MEGEVE;MENTHON SAINT BERNARD;POISY VILLAGE;PRINGY;REIGNIER;RUMILLY;SAINT GERVAIS;SAINT JEAN DE SIXT;ST JEOIRE EN FAUCIGNY;SAINT JULIEN EN GENEVOIS CENTRE;SAINT PIERRE FAUCIGNY;SALLANCHES;SAMOENS;SCIONZIER;SEYSSEL;TALLOIRES;THONES;THORENS GLIERES;CRANVES SALES PARCHET;MARIGNIER 2;VILLE LA GRAND;VIRY;CRAN GEVRIER TERTIAIRE (MAISON DE L''HABITAT);YVOIRE GAB;LULLIN GAB;ARGONAY PPDC MF;BONNEVILLE;CHAMONIX VIGIE PDC;VIRY COURRIER;VILLE EN SALLAZ;CHAVANOD DV;FRANGY GRAND PONT;MONT SAXONNEX GAB;GIEZ ILOT;MUSIEGES COURRIER;CHAVANOD DSEM / CSRH COURRIER;CHEDDE;LE FAYET;ANNECY LES FINS;MORZINE;ANNECY NOVEL;THONON LES BAINS;CLUSES LA SARDAGNE (G.A);ANNEMASSE PAL;LOCAL POUR SYNDICAT CGT;ALBY SUR CHERAN;SEYNOD
0;0;0;5;3;3;3;3;3;3;3;1;3;3;3;3;3;3;5;3;3;3;3;3;3;1;1;3;3;3;1;6;1;6;3;6;6;3;3;3;3;3;6;5;3;3;5;3;3;3;3;3;6;6;3;3;3;6;5;3;3;5;5;3;6;3;1;3;3;6;6;3;1;3;3;3;3;3;5;3;3;3;0;0;4;4;0;4;0;0;0;4;4;4;0;4;4;4;4;0;0;4;4;4;0;0;4;4;4;0;0;4;4;0;0;4;4;4;4;0;0;0;0;4;0;0;4;4;4;4;4;0;0;4;4;4;4;0;4;0;0;0;4;0;0;4;0;0;4;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;2;0;4;0;0;0;0;0;4;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;4;0;0;0;0;0;0;4;0;4;0;2;2;5;2;5;2;2;5;2;2;2;5;2;2;2;2;2;5;2;5;5;5;2;2;5;2;5;5;2;2;2;5;5;2;2;5;2;2;5;2;2;2;2;5;5;5;5;2;2;2;5;2;5;5;2;2;2;2;2;2;5;5;2;2;2;2;2;2;5;5;2;2;5;2;2;2;2;5;2;1;2;5;2;5;2;2;5;5;2;5;5;2;5;5;5;2;2;0;2;2;5;2;2;2;2;2;2;2;2;5;2;2;2;2;5;2;2;5;5;5;2;2;2;2;2;2;2;5;2;5;2;2;5;2;2;2;2;5;2;2;2;2;2;2;2;2;2;2;2;2;1;1;7;7;1;7;1;1;7;7;7;1;1;1;1;7;2;1;7;7;7;1;7;7;7;2;1;7;1;1;1;2;7;7;7;7;1;7;1;1;1;1;1;1;7;7;7;7;7;7;7;7;1;1;1;1;1;1;7;7;1;7;1;1;7;7;6;6;1;1;1;6;1;6;6;1;1;1;6;1;6;1;6;6;6;6;6;6;6;1;1;6;6;1;6;6;1;1;6;1;6;6;6;6;7;6;6;1;1;6;1;6;6;6;6;7;6;1;6;1;1;6;1;1;6;1;6;6;6;6;7;1;1;1;6;1;7;6;6;6;6;6;6;6;1;1;6;6;6;6;6;1;1;6;6;1;6;7;1;6;1;1;6;1;1;1;7;7;1;6;1;6;6;6;1;1;1
1;LHUIS GARAGE COMMUNAL;5;0;0;0;0;0;0;0;0;0;0;0;0;0;4432.56;2523.41;3184.87;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3228.14;0;0;4251.58;0;0;0;0;0;0;0;0;3450.32;0;0;652.91;737.77;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6264.22;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5266.79;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4695.72;0;0;0;0;0;0;0;0;0;0;4336.35;0;0;0;0;0;0;0;0;0;2252.8;3750.57;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4941.38;0;0;0;0;0;0;0;3218.15;0;5608;0;0;0;0;0;0;4005.14;0;0;0;0;0;6095.4;0;0;2911.39;2590.65;0;0;0;0;6252.77;4221.91;0;0;0;6159.4;3853.5;0;0;2786.74;0;0;0;0;0;0;0;5516.11;0;3475.41;2909.73;0;0;0;3434.98;0;4393.45;2357.37;0;0;0;0;0;0;3927.24;0;0;0;0;0;0;0;1116.08;0;0;0;1517.32;0;0;0;0;0;0;0;0;0;0;4978.61;0;0;0;5936.16;0;6295.9;0;0;0;6079.25;0;0;0;0;0;5426.64;0;0;0;0;0;0;0;0;0;2431.84;0;0;0;0;0;0;0;0;3104.18;0;0;0;0;0;0;0;0;2919.79;0;3430.04;0;0;0;0;0;0;0;1609.72;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2;AMBERIEU EN BUGEY CDIS;3;0;0;1331.67;3711.04;2141.15;229.7;2880.28;2490.39;0;2417.49;3656.83;2249.33;2048.43;1923.13;0;0;1365.94;2495.4;2144.6;3423.52;3191.22;1787.2;0;0;2378;2204.29;3243.53;0;0;0;0;2936.83;0;2811.85;2402.27;2535.05;3072.01;838.74;752.76;0;0;1243.42;2892.53;0;2765.57;2224.66;912.04;3664.37;3259.47;0;0;2529.98;412.46;2240.62;0;0;949.86;3505.8;0;0;1540.34;0;3801.98;0;2933.11;0;0;0;0;0;0;2747.08;2937.39;1436.62;0;0;2472.12;2590.31;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3;MEXIMIEUX BP;3;0;1210.47;0;2926.88;2515.5;1232.78;1994.7;2895.24;2856.59;2564.54;3042.94;1363.75;2453.28;2327.98;0;0;764.65;2900.25;2549.45;2445.1;3596.07;676.06;2825.91;3852.87;2525.04;2609.14;3648.37;3228.63;0;3048.86;0;3341.68;0;3216.7;3407.88;2939.89;2388.12;1206.88;1132.6;0;0;278.38;2897.02;0;3170.42;2223.13;1480.15;4069.22;3349.86;0;282.33;1341.88;953.53;2645.47;0;0;2009.63;3910.65;0;0;2600.12;0;3188.08;4235.29;2739.14;0;0;0;0;0;0;2133.19;2253.5;2109.13;0;0;2876.97;2995.16;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2073.3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2125.5;0;2256.36;0;0;0;0;1177.69;0;0;2939.43;0;0;0;0;0;0;0;3135.39;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3645.4;3074.68;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3286.47;0;0;0;2092.55;2206.91;0;0;0;0;1894.48;1205.66;0;0;0;2243.45;1289.58;1511.89;0;0;2336.63;2273.85;0;0;0;2164.21;0;0;0;0;2110.73;0;2268.33;2507.79;2295.82;0;0;0;0;0;1957.98;0;1929.11;2293.18;0;2252.64;0;0;0;0;0;0;0;0;0;0;0;0;0;1612.55;0;0;0;0;2740.5;0;1966.02;0;0;0;0;0;1398.95;1651.16;395.93;0;635.68;0;0;1258.38;0;1338.77;0;2384.29;0;1143.56;0;0;0;2596.23;0;0;0;577.54;834.79;0;0;0;0;0;0;965.9;0;0;0;0;0;0;541.24;0;0;141.17;954.49;0;240.76;0;0;0;0;492.09;0;189.11;0;0;0;0;0;0;0;2000.2;0;0;0;0;0;1696.16;0;750.04;0;0;0;0;0;0;0;0;0;0;0;2855.71;0;0;0;0;0;2017.04;0;0;0;0;0;0;0;0;0;2004.12;0;2772.56;1843.55;0;0;0;0;0;761.09;0;0;0;0;967.19;506.51
4;MONTMERLE SUR SAONE BP;3;0;3720.15;2989.22;0;3070.15;3580.18;1338.01;3529.78;0;3159.05;1105.56;1921.23;4436.07;3324.08;0;0;2461.33;4883.04;4532.25;1033.16;2226.82;2903.56;0;0;3119.56;3612.68;4184.76;0;0;0;0;2227.04;0;3175.56;5409.17;4922.69;1113.99;3645.99;3749.87;0;0;3052.35;2544.52;0;3150.24;2992.48;3396.05;2817.97;2070.41;0;0;2128.15;3590.5;3280.01;0;0;4434.72;3523.71;0;0;5025.2;0;1034.04;0;2121.35;0;0;0;0;0;0;1425.98;1479.75;4025.03;0;0;4859.77;4977.96;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
